"","charact","end","film","good","life","make","movi","onli","perform","play","scene","stori","time","veri","work","year","class","bad","plot"
"character(0)1156",0,0,3,0,0,1,2,1,0,0,0,0,0,0,0,0,"Negative",0,1
"character(0)1157",1,0,3,0,0,0,1,2,0,0,0,3,0,0,0,0,"Negative",0,1
"character(0)1158",1,0,6,1,0,1,5,1,0,0,1,0,0,0,0,0,"Negative",1,0
"character(0)1159",2,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,"Negative",0,0
"character(0)1160",2,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,"Negative",0,7
"character(0)1161",0,0,5,0,0,3,4,2,0,0,0,3,0,0,0,0,"Negative",3,0
"character(0)1162",0,0,2,2,0,3,4,4,0,1,3,1,0,0,0,0,"Negative",1,1
"character(0)1163",0,0,6,0,0,2,1,1,0,0,0,2,0,0,0,0,"Negative",2,1
"character(0)1164",4,0,2,0,0,2,1,1,0,1,2,1,1,0,0,0,"Negative",0,0
"character(0)1165",1,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,"Negative",0,1
"character(0)1166",3,0,5,1,0,4,3,1,0,1,0,0,2,0,0,0,"Negative",0,2
"character(0)1167",2,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,"Negative",0,1
"character(0)1168",1,0,0,2,0,2,4,1,0,2,0,0,1,0,0,0,"Negative",0,0
"character(0)1169",2,0,4,2,0,2,1,1,0,1,2,0,0,0,0,0,"Negative",0,0
"character(0)1170",1,0,20,0,0,3,0,1,0,3,1,3,1,0,0,0,"Negative",0,0
"character(0)1171",0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,"Negative",0,1
"character(0)1172",1,0,4,4,0,1,21,2,0,0,2,2,3,0,0,0,"Negative",9,0
"character(0)1173",0,0,0,1,0,0,6,2,0,0,1,0,1,0,0,0,"Negative",6,0
"character(0)1174",1,0,3,1,0,0,8,1,0,0,2,0,0,0,0,0,"Negative",4,3
"character(0)1175",3,0,0,4,0,0,10,4,0,1,4,0,1,0,0,0,"Negative",4,1
"character(0)1176",0,0,4,1,0,2,1,0,0,1,0,0,1,0,0,0,"Negative",0,0
"character(0)1177",0,0,1,0,0,2,2,0,0,1,0,0,1,0,0,0,"Negative",0,0
"character(0)1178",3,0,3,0,0,0,4,1,0,1,0,2,0,0,0,0,"Negative",1,0
"character(0)1179",4,0,2,1,0,2,4,2,0,0,0,1,1,0,0,0,"Negative",0,0
"character(0)1180",1,0,6,0,0,0,1,0,0,1,0,1,1,0,0,0,"Negative",2,3
"character(0)1181",0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,"Negative",1,0
"character(0)1182",1,0,3,0,0,0,0,0,0,1,3,0,2,0,0,0,"Negative",0,1
"character(0)1183",2,0,7,3,0,0,3,1,0,3,0,1,0,0,0,0,"Negative",0,2
"character(0)1184",0,0,5,0,0,1,0,1,0,0,0,1,2,0,0,0,"Negative",2,2
"character(0)1185",1,0,2,0,0,2,0,1,0,2,0,1,3,0,0,0,"Negative",3,1
"character(0)1186",7,0,9,3,0,2,0,1,0,3,1,0,1,0,0,0,"Negative",2,1
"character(0)1187",7,0,8,2,0,1,0,2,0,3,5,1,1,0,0,0,"Negative",1,1
"character(0)1188",1,0,6,0,0,0,2,1,0,1,1,1,1,0,0,0,"Negative",0,3
"character(0)1189",1,0,6,1,0,3,0,0,0,0,0,2,1,0,0,0,"Negative",0,2
"character(0)1190",0,0,11,0,0,2,1,1,0,1,1,1,1,0,0,0,"Negative",0,0
"character(0)1191",1,0,7,1,0,4,5,0,0,2,3,1,0,0,0,0,"Negative",1,0
"character(0)1192",2,0,12,3,0,7,4,4,0,1,4,2,2,0,0,0,"Negative",2,0
"character(0)1193",0,0,3,1,0,1,6,1,0,2,2,0,1,0,0,0,"Negative",1,1
"character(0)1194",1,0,3,0,0,0,3,3,0,2,0,0,0,0,0,0,"Negative",0,0
"character(0)1195",2,0,11,1,0,1,1,1,0,1,2,0,0,0,0,0,"Negative",1,0
"character(0)1196",2,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,"Negative",0,0
"character(0)1197",0,0,3,0,0,0,2,0,0,0,0,2,0,0,0,0,"Negative",0,0
"character(0)1198",1,0,13,0,0,4,0,1,0,1,0,5,1,0,0,0,"Negative",0,0
"character(0)1199",5,0,2,1,0,0,2,1,0,1,1,2,1,0,0,0,"Negative",0,2
"character(0)1200",2,0,25,4,0,10,0,3,0,2,2,1,1,0,0,0,"Negative",0,1
"character(0)1201",0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,"Negative",0,0
"character(0)1202",3,0,4,3,0,0,3,1,0,1,0,0,1,0,0,0,"Negative",5,4
"character(0)1203",3,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,"Negative",1,0
"character(0)1204",3,0,3,1,0,2,6,0,0,0,3,0,3,0,0,0,"Negative",1,0
"character(0)1205",1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,"Negative",0,0
"character(0)1206",3,0,3,1,0,1,2,0,0,0,0,8,1,0,0,0,"Negative",0,0
"character(0)1207",1,0,6,0,0,4,4,0,0,1,1,3,2,0,0,0,"Negative",3,1
"character(0)1208",1,0,8,0,0,1,1,1,0,2,1,0,3,0,0,0,"Negative",2,0
"character(0)1209",1,0,3,0,0,0,3,1,0,1,2,3,1,0,0,0,"Negative",1,2
"character(0)1210",0,0,5,1,0,1,1,2,0,3,5,1,0,0,0,0,"Negative",3,0
"character(0)1211",2,0,5,4,0,1,3,0,0,2,1,0,0,0,0,0,"Negative",1,0
"character(0)1212",4,0,0,2,0,1,6,0,0,1,4,1,1,0,0,0,"Negative",5,1
"character(0)1213",1,0,1,0,0,0,2,2,0,1,0,2,0,0,0,0,"Negative",0,0
"character(0)1214",0,0,0,2,0,2,1,0,0,1,2,0,0,0,0,0,"Negative",0,0
"character(0)1215",2,0,0,1,0,2,1,1,0,0,0,1,3,0,0,0,"Negative",0,0
"character(0)1216",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,"Negative",1,0
"character(0)1217",2,0,1,0,0,3,1,2,0,0,1,1,1,0,0,0,"Negative",1,0
"character(0)1218",2,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,"Negative",1,0
"character(0)1219",0,0,5,0,0,3,3,0,0,2,0,1,0,0,0,0,"Negative",0,3
"character(0)1220",2,0,3,0,0,2,5,3,0,1,0,0,2,0,0,0,"Negative",0,1
"character(0)1221",1,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,"Negative",0,0
"character(0)1222",3,0,3,0,0,0,5,0,0,0,1,1,0,0,0,0,"Negative",2,1
"character(0)1223",1,0,3,1,0,1,3,1,0,1,2,1,2,0,0,0,"Negative",0,2
"character(0)1224",0,0,11,0,0,1,5,2,0,1,0,0,1,0,0,0,"Negative",3,2
"character(0)1225",0,0,6,1,0,2,9,2,0,1,0,0,8,0,0,0,"Negative",1,4
"character(0)1226",7,0,9,2,0,0,8,4,0,6,0,1,3,0,0,0,"Negative",1,1
"character(0)1227",1,0,4,1,0,1,7,2,0,2,2,0,3,0,0,0,"Negative",2,2
"character(0)1228",1,0,0,2,0,0,5,1,0,1,3,0,0,0,0,0,"Negative",2,4
"character(0)1229",1,0,2,0,0,1,3,3,0,0,1,0,2,0,0,0,"Negative",0,1
"character(0)1230",0,0,13,3,0,2,1,4,0,3,4,0,6,0,0,0,"Negative",0,2
"character(0)1231",2,0,4,2,0,4,3,1,0,1,0,0,3,0,0,0,"Negative",1,2
"character(0)1232",2,0,8,3,0,0,0,3,0,1,2,0,0,0,0,0,"Negative",1,3
"character(0)1233",0,0,4,2,0,1,3,1,0,1,1,1,1,0,0,0,"Negative",1,0
"character(0)1234",1,0,9,0,0,0,3,2,0,0,0,3,0,0,0,0,"Negative",1,2
"character(0)1235",7,0,7,0,0,1,6,0,0,5,1,0,3,0,0,0,"Negative",1,0
"character(0)1236",2,0,2,2,0,1,2,1,0,2,0,1,0,0,0,0,"Negative",1,0
"character(0)1237",3,0,2,1,0,0,0,0,0,1,7,4,0,0,0,0,"Negative",0,0
"character(0)1238",6,0,9,1,0,3,0,0,0,1,6,1,0,0,0,0,"Negative",4,3
"character(0)1239",1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,"Negative",0,1
"character(0)1240",3,0,0,0,0,2,3,1,0,1,0,1,0,0,0,0,"Negative",0,0
"character(0)1241",2,0,4,1,0,3,5,0,0,0,0,0,1,0,0,0,"Negative",3,0
"character(0)1242",0,0,6,2,0,2,1,3,0,1,1,0,0,0,0,0,"Negative",0,0
"character(0)1243",0,0,12,2,0,3,0,0,0,4,1,11,2,0,0,0,"Negative",0,0
"character(0)1244",4,0,3,1,0,2,6,2,0,1,0,1,5,0,0,0,"Negative",0,0
"character(0)1245",3,0,3,3,0,5,14,0,0,0,1,1,4,0,0,0,"Negative",2,2
"character(0)1246",2,0,6,2,0,2,1,4,0,1,0,2,1,0,0,0,"Negative",2,0
"character(0)1247",0,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,"Negative",0,0
"character(0)1248",0,0,0,1,0,3,3,1,0,0,0,0,0,0,0,0,"Negative",0,0
"character(0)1249",2,0,4,1,0,0,3,1,0,1,1,0,3,0,0,0,"Negative",1,1
"character(0)1250",0,0,10,2,0,1,0,2,0,2,3,3,0,0,0,0,"Negative",2,0
"character(0)1251",3,0,0,2,0,5,10,2,0,3,0,0,1,0,0,0,"Negative",2,2
"character(0)1252",0,0,6,1,0,3,1,0,0,0,0,1,2,0,0,0,"Negative",0,1
"character(0)1253",0,0,5,0,0,3,5,1,0,1,0,0,1,0,0,0,"Negative",3,0
"character(0)1254",2,0,0,1,0,1,6,1,0,0,2,0,2,0,0,0,"Negative",0,0
"character(0)1255",1,0,3,0,0,1,5,0,0,0,0,2,0,0,0,0,"Negative",1,1
"character(0)1256",1,0,12,3,0,1,17,4,0,1,3,0,4,0,0,0,"Negative",4,2
"character(0)1257",1,0,6,0,0,0,3,0,0,1,0,1,1,0,0,0,"Negative",0,0
"character(0)1258",2,0,0,1,0,0,3,3,0,3,1,0,1,0,0,0,"Negative",0,0
"character(0)1259",5,0,3,2,0,2,9,2,0,5,2,1,3,0,0,0,"Negative",0,4
"character(0)1260",2,0,8,1,0,1,1,2,0,1,0,2,2,0,0,0,"Negative",0,1
"character(0)1261",4,0,12,0,0,3,9,1,0,1,2,2,3,0,0,0,"Negative",3,0
"character(0)1262",1,0,5,1,0,0,2,0,0,1,0,2,1,0,0,0,"Negative",1,1
"character(0)1263",2,0,6,1,0,1,7,2,0,3,0,0,1,0,0,0,"Negative",1,1
"character(0)1264",3,0,9,2,0,0,1,3,0,0,1,1,2,0,0,0,"Negative",0,0
"character(0)1265",4,0,3,2,0,2,7,4,0,2,2,1,4,0,0,0,"Negative",1,0
"character(0)1266",1,0,3,1,0,0,5,0,0,0,2,1,2,0,0,0,"Negative",0,1
"character(0)1267",3,0,4,0,0,0,0,1,0,0,3,2,1,0,0,0,"Negative",0,0
"character(0)1268",2,0,10,0,0,1,0,1,0,0,1,1,0,0,0,0,"Negative",0,0
"character(0)1269",6,0,13,3,0,5,11,1,0,0,2,1,0,0,0,0,"Negative",7,3
"character(0)1270",1,0,3,1,0,1,2,0,0,0,0,0,2,0,0,0,"Negative",1,0
"character(0)1271",0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,"Negative",1,2
"character(0)1272",2,0,3,1,0,0,1,0,0,2,2,1,1,0,0,0,"Negative",0,2
"character(0)1273",2,0,8,0,0,4,2,1,0,0,1,5,1,0,0,0,"Negative",0,0
"character(0)1274",0,0,5,4,0,3,0,5,0,1,0,2,1,0,0,0,"Negative",3,0
"character(0)1275",2,0,6,1,0,1,0,0,0,0,2,0,0,0,0,0,"Negative",1,0
"character(0)1276",4,0,14,1,0,0,1,2,0,1,1,0,3,0,0,0,"Negative",2,1
"character(0)1277",0,0,9,0,0,1,3,2,0,1,0,0,2,0,0,0,"Negative",4,1
"character(0)1278",5,0,13,4,0,1,0,2,0,1,0,1,2,0,0,0,"Negative",0,3
"character(0)1279",2,0,2,1,0,1,2,1,0,2,1,0,0,0,0,0,"Negative",0,0
"character(0)1280",0,0,0,1,0,0,13,1,0,0,3,0,1,0,0,0,"Negative",0,1
"character(0)1281",2,0,12,3,0,1,6,5,0,0,1,0,2,0,0,0,"Negative",0,1
"character(0)1282",0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,"Negative",0,1
"character(0)1283",0,0,5,1,0,0,3,4,0,0,1,2,0,0,0,0,"Negative",0,0
"character(0)1284",0,0,3,0,0,3,2,5,0,3,4,0,2,0,0,0,"Negative",1,1
"character(0)1285",0,0,4,0,0,3,1,1,0,1,3,0,3,0,0,0,"Negative",0,1
"character(0)1286",2,0,5,0,0,1,3,2,0,4,0,1,2,0,0,0,"Negative",3,1
"character(0)1287",1,0,1,1,0,1,2,1,0,2,1,1,2,0,0,0,"Negative",1,0
"character(0)1288",1,0,6,0,0,2,1,1,0,0,1,0,1,0,0,0,"Negative",1,1
"character(0)1289",0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,"Negative",0,1
"character(0)1290",1,0,3,0,0,0,1,4,0,1,0,0,0,0,0,0,"Negative",1,0
"character(0)1291",1,0,2,0,0,1,2,2,0,0,0,1,2,0,0,0,"Negative",0,1
"character(0)1292",1,0,0,1,0,1,12,1,0,2,0,1,3,0,0,0,"Negative",0,1
"character(0)1293",1,0,3,1,0,0,2,2,0,2,1,2,2,0,0,0,"Negative",0,0
"character(0)1294",1,0,3,1,0,1,0,1,0,0,0,1,0,0,0,0,"Negative",0,0
"character(0)1295",9,0,6,0,0,1,7,1,0,2,6,0,1,0,0,0,"Negative",3,0
"character(0)1296",3,0,6,6,0,0,4,0,0,0,0,1,0,0,0,0,"Negative",0,0
"character(0)1297",0,0,0,2,0,1,12,3,0,0,3,0,5,0,0,0,"Negative",0,0
"character(0)1298",2,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,"Negative",0,0
"character(0)1299",5,0,11,1,0,1,6,1,0,1,2,0,0,0,0,0,"Negative",0,1
"character(0)1300",2,0,1,3,0,9,12,0,0,2,3,0,3,0,0,0,"Negative",3,1
"character(0)1301",3,0,3,1,0,1,3,1,0,0,1,0,0,0,0,0,"Negative",0,0
"character(0)1302",0,0,5,4,0,3,0,5,0,1,0,2,1,0,0,0,"Negative",3,0
"character(0)1303",1,0,4,2,0,0,0,2,0,0,1,1,1,0,0,0,"Negative",2,0
"character(0)1304",2,0,1,0,0,2,2,1,0,0,0,1,3,0,0,0,"Negative",0,0
"character(0)1305",0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,"Negative",0,2
"character(0)1306",1,0,5,0,0,0,2,1,0,0,0,0,2,0,0,0,"Negative",3,1
"character(0)1307",0,0,11,1,0,3,4,5,0,0,1,1,3,0,0,0,"Negative",2,0
"character(0)1308",6,0,3,3,0,3,9,2,0,1,2,0,3,0,0,0,"Negative",1,2
"character(0)1309",0,0,1,0,0,1,3,3,0,2,2,1,1,0,0,0,"Negative",0,1
"character(0)1310",2,0,3,1,0,3,5,2,0,1,1,0,1,0,0,0,"Negative",0,0
"character(0)1311",4,0,1,1,0,0,3,0,0,2,1,0,1,0,0,0,"Negative",0,0
"character(0)1312",0,0,3,1,0,2,13,1,0,0,0,0,0,0,0,0,"Negative",0,0
"character(0)1313",4,0,3,1,0,1,10,1,0,1,1,0,0,0,0,0,"Negative",0,2
"character(0)1314",4,0,9,1,0,2,0,4,0,2,3,4,2,0,0,0,"Negative",0,1
"character(0)1315",5,0,12,2,0,2,6,1,0,1,2,0,4,0,0,0,"Negative",1,2
"character(0)1316",1,0,5,1,0,1,0,1,0,0,3,3,2,0,0,0,"Negative",0,0
"character(0)1317",5,0,4,2,0,0,3,3,0,0,1,4,1,0,0,0,"Negative",0,0
"character(0)1318",0,0,7,0,0,0,2,0,0,4,2,0,2,0,0,0,"Negative",4,1
"character(0)1319",3,0,1,0,0,3,10,4,0,1,0,5,2,0,0,0,"Negative",0,0
"character(0)1320",3,0,4,3,0,0,12,0,0,0,2,1,2,0,0,0,"Negative",0,8
"character(0)1321",7,0,18,2,0,4,1,2,0,1,4,3,3,0,0,0,"Negative",0,0
"character(0)1322",3,0,6,1,0,1,0,2,0,0,1,4,2,0,0,0,"Negative",1,0
"character(0)1323",5,0,4,3,0,0,7,3,0,0,0,1,2,0,0,0,"Negative",7,6
"character(0)1324",1,0,3,0,0,3,1,1,0,0,0,1,1,0,0,0,"Negative",2,1
"character(0)1325",5,0,8,1,0,1,2,0,0,0,1,0,3,0,0,0,"Negative",0,3
"character(0)1326",0,0,3,1,0,0,0,0,0,1,1,2,0,0,0,0,"Negative",2,0
"character(0)1327",1,0,7,0,0,0,4,1,0,1,0,0,3,0,0,0,"Negative",1,2
"character(0)1328",3,0,6,2,0,1,3,0,0,1,0,0,1,0,0,0,"Negative",0,0
"character(0)1329",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Negative",0,0
"character(0)1330",2,0,5,0,0,0,1,2,0,1,1,0,1,0,0,0,"Negative",0,0
"character(0)1331",2,0,3,1,0,3,12,0,0,0,3,3,1,0,0,0,"Negative",1,0
"character(0)1332",1,0,5,2,0,2,7,0,0,2,0,0,3,0,0,0,"Negative",4,1
"character(0)1333",2,0,3,2,0,2,4,2,0,0,3,4,1,0,0,0,"Negative",0,2
"character(0)1334",3,0,3,2,0,2,4,0,0,0,3,0,2,0,0,0,"Negative",0,0
"character(0)1335",0,0,10,2,0,2,3,0,0,0,3,0,1,0,0,0,"Negative",4,1
"character(0)1336",1,0,2,2,0,2,5,1,0,1,0,0,1,0,0,0,"Negative",2,1
"character(0)1337",0,0,5,0,0,2,1,1,0,0,1,1,0,0,0,0,"Negative",0,1
"character(0)1338",2,0,5,5,0,1,1,1,0,2,4,1,1,0,0,0,"Negative",5,0
"character(0)1339",1,0,8,1,0,2,6,1,0,3,0,1,0,0,0,0,"Negative",3,0
"character(0)1340",0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,"Negative",0,0
"character(0)1341",3,0,5,3,0,1,7,0,0,1,1,0,2,0,0,0,"Negative",3,3
"character(0)1342",1,0,5,5,0,4,0,0,0,4,2,0,0,0,0,0,"Negative",1,0
"character(0)1343",0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,"Negative",0,0
"character(0)1344",2,0,4,0,0,1,3,2,0,0,0,1,1,0,0,0,"Negative",0,0
"character(0)1345",1,0,0,0,0,0,10,3,0,0,2,2,1,0,0,0,"Negative",0,0
"character(0)1346",0,0,2,0,0,0,2,0,0,1,0,0,4,0,0,0,"Negative",1,1
"character(0)1347",0,0,2,2,0,1,2,0,0,1,1,1,2,0,0,0,"Negative",1,2
"character(0)1348",0,0,0,3,0,2,5,1,0,1,0,6,5,0,0,0,"Negative",0,1
"character(0)1349",0,0,10,2,0,2,2,2,0,2,1,1,2,0,0,0,"Negative",2,1
"character(0)1350",0,0,1,2,0,2,12,2,0,0,1,4,0,0,0,0,"Negative",5,0
"character(0)1351",1,0,4,0,0,0,1,0,0,0,4,0,0,0,0,0,"Negative",1,0
"character(0)1352",0,0,3,2,0,0,3,2,0,0,0,0,2,0,0,0,"Negative",2,0
"character(0)1353",4,0,6,2,0,5,5,0,0,0,1,0,2,0,0,0,"Negative",1,0
"character(0)1354",2,0,5,1,0,3,2,0,0,0,0,1,1,0,0,0,"Negative",1,0
"character(0)1355",0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,"Negative",0,0
"character(0)1356",4,0,13,4,0,4,7,1,0,6,2,0,3,0,0,0,"Negative",2,1
"character(0)1357",0,0,4,2,0,0,3,0,0,1,1,0,0,0,0,0,"Negative",1,0
"character(0)1358",2,0,7,2,0,0,5,4,0,0,0,2,3,0,0,0,"Negative",0,1
"character(0)1359",1,0,14,5,0,2,4,1,0,4,7,1,0,0,0,0,"Negative",1,0
"character(0)1360",3,0,1,0,0,0,10,3,0,0,0,1,1,0,0,0,"Negative",1,3
"character(0)1361",2,0,7,0,0,4,1,1,0,3,1,2,2,0,0,0,"Negative",0,7
"character(0)1362",2,0,3,0,0,2,6,0,0,1,2,1,1,0,0,0,"Negative",0,1
"character(0)1363",0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,"Negative",0,0
"character(0)1364",2,0,12,3,0,3,0,2,0,2,4,2,3,0,0,0,"Negative",11,1
"character(0)1365",7,0,0,0,0,3,16,2,0,0,0,0,1,0,0,0,"Negative",2,0
"character(0)1366",4,0,9,2,0,1,2,2,0,2,2,0,3,0,0,0,"Negative",1,1
"character(0)1367",5,0,18,1,0,2,2,3,0,1,5,0,5,0,0,0,"Negative",1,3
"character(0)1368",0,0,9,0,0,2,5,0,0,0,4,0,1,0,0,0,"Negative",1,1
"character(0)1369",0,0,1,1,0,4,3,0,0,2,3,0,1,0,0,0,"Negative",1,0
"character(0)1370",0,0,10,0,0,0,1,1,0,1,0,0,4,0,0,0,"Negative",0,1
"character(0)1371",0,0,10,0,0,1,7,3,0,2,0,0,0,0,0,0,"Negative",0,7
"character(0)1372",3,0,0,2,0,0,3,0,0,1,0,1,3,0,0,0,"Negative",1,0
"character(0)1373",2,0,5,6,0,2,9,1,0,3,2,0,5,0,0,0,"Negative",2,3
"character(0)1374",2,0,4,0,0,1,0,0,0,0,0,2,2,0,0,0,"Negative",0,1
"character(0)1375",2,0,6,1,0,3,1,2,0,1,1,0,3,0,0,0,"Negative",0,0
"character(0)1376",2,0,4,2,0,1,4,1,0,1,0,1,0,0,0,0,"Negative",0,0
"character(0)1377",1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"Negative",0,0
"character(0)1378",4,0,13,0,0,2,5,0,0,1,3,0,4,0,0,0,"Negative",3,1
"character(0)1379",4,0,6,1,0,1,6,0,0,1,1,0,1,0,0,0,"Negative",0,0
"character(0)1380",0,0,5,4,0,1,5,2,0,3,0,0,1,0,0,0,"Negative",1,0
"character(0)1381",2,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,"Negative",0,0
"character(0)1382",0,0,1,2,0,1,0,2,0,0,2,1,0,0,0,0,"Negative",1,0
"character(0)1383",0,0,2,4,0,1,1,0,0,1,1,1,1,0,0,0,"Negative",0,0
"character(0)1384",4,0,1,2,0,0,6,0,0,1,0,0,2,0,0,0,"Negative",2,2
"character(0)1385",0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,"Negative",0,0
"character(0)1386",1,0,0,3,0,2,11,5,0,1,0,1,0,0,0,0,"Negative",3,0
"character(0)1387",4,0,4,0,0,0,1,2,0,1,0,3,0,0,0,0,"Negative",0,3
"character(0)1388",1,0,4,1,0,2,6,0,0,0,2,0,1,0,0,0,"Negative",1,0
"character(0)1389",0,0,0,0,0,1,3,0,0,1,1,1,0,0,0,0,"Negative",2,0
"character(0)1390",2,0,6,0,0,0,8,1,0,3,1,0,0,0,0,0,"Negative",1,0
"character(0)1391",0,0,5,3,0,2,6,1,0,2,1,2,6,0,0,0,"Negative",0,2
"character(0)1392",3,0,6,0,0,0,0,0,0,1,2,1,2,0,0,0,"Negative",1,2
"character(0)1393",1,0,3,0,0,0,2,1,0,2,0,1,1,0,0,0,"Negative",0,1
"character(0)1394",3,0,0,0,0,1,10,5,0,0,4,0,3,0,0,0,"Negative",2,1
"character(0)1395",0,0,3,1,0,0,0,1,0,1,0,1,0,0,0,0,"Negative",2,1
"character(0)1396",1,0,5,1,0,1,1,0,0,2,1,1,1,0,0,0,"Negative",0,1
"character(0)1397",1,0,3,1,0,0,2,1,0,0,4,1,1,0,0,0,"Negative",1,1
"character(0)1398",2,0,5,0,0,2,5,1,0,1,0,0,1,0,0,0,"Negative",0,2
"character(0)1399",0,0,2,0,0,3,5,0,0,1,0,0,1,0,0,0,"Negative",1,3
"character(0)1400",0,0,8,2,0,0,0,0,0,0,0,0,3,0,0,0,"Negative",0,0
"character(0)1401",5,0,15,3,0,1,3,4,0,2,2,0,1,0,0,0,"Negative",0,1
"character(0)1402",5,0,0,1,0,1,9,3,0,5,5,0,3,0,0,0,"Negative",2,0
"character(0)1403",2,0,5,1,0,3,0,0,0,0,3,0,2,0,0,0,"Negative",1,3
"character(0)1404",2,0,9,0,0,2,3,0,0,0,0,1,0,0,0,0,"Negative",0,3
"character(0)1405",1,0,10,0,0,2,4,0,0,0,0,0,0,0,0,0,"Negative",0,0
"character(0)1406",1,0,10,1,0,3,10,2,0,5,0,0,3,0,0,0,"Negative",3,0
"character(0)1407",1,0,6,0,0,0,3,1,0,1,0,0,1,0,0,0,"Negative",1,0
"character(0)1408",1,0,2,0,0,0,8,3,0,1,0,1,0,0,0,0,"Negative",0,2
"character(0)1409",1,0,4,0,0,0,1,0,0,0,0,4,1,0,0,0,"Negative",0,2
"character(0)1410",1,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,"Negative",0,0
"character(0)1411",0,0,0,1,0,2,5,0,0,0,0,0,0,0,0,0,"Negative",0,4
"character(0)1412",3,0,7,2,0,4,3,4,0,2,1,1,1,0,0,0,"Negative",1,4
"character(0)1413",5,0,10,3,0,1,2,2,0,0,2,0,5,0,0,0,"Negative",0,1
"character(0)1414",1,0,4,1,0,5,1,4,0,0,0,0,1,0,0,0,"Negative",0,0
"character(0)1415",0,0,0,2,0,1,2,2,0,2,2,0,0,0,0,0,"Negative",0,0
"character(0)1416",2,0,4,0,0,1,0,1,0,2,0,0,4,0,0,0,"Negative",1,0
"character(0)1417",2,0,6,0,0,0,7,1,0,2,1,1,0,0,0,0,"Negative",1,0
"character(0)1418",4,0,2,0,0,1,3,3,0,4,1,1,3,0,0,0,"Negative",2,1
"character(0)1419",0,0,7,4,0,7,8,2,0,0,0,0,2,0,0,0,"Negative",1,4
"character(0)1420",1,0,11,0,0,0,7,1,0,2,1,0,2,0,0,0,"Negative",0,2
"character(0)1421",2,0,6,0,0,0,1,0,0,2,1,1,1,0,0,0,"Negative",1,0
"character(0)1422",1,0,8,0,0,4,6,5,0,0,2,0,0,0,0,0,"Negative",0,0
"character(0)1423",2,0,4,3,0,0,7,0,0,6,0,2,3,0,0,0,"Negative",1,0
"character(0)1424",1,0,5,1,0,3,7,3,0,0,3,0,1,0,0,0,"Negative",1,2
"character(0)1425",6,0,0,3,0,4,17,0,0,3,3,3,3,0,0,0,"Negative",0,3
"character(0)1426",1,0,2,1,0,1,5,3,0,0,1,2,0,0,0,0,"Negative",2,0
"character(0)1427",0,0,13,5,0,0,7,3,0,1,1,1,2,0,0,0,"Negative",1,1
"character(0)1428",1,0,29,0,0,9,1,3,0,5,12,0,0,0,0,0,"Negative",8,1
"character(0)1429",2,0,4,0,0,0,1,2,0,3,1,2,0,0,0,0,"Negative",3,1
"character(0)1430",0,0,2,1,0,0,2,0,0,1,5,1,0,0,0,0,"Negative",1,0
"character(0)1431",0,0,2,1,0,1,5,0,0,2,0,0,0,0,0,0,"Negative",0,0
"character(0)1432",3,0,6,3,0,1,2,0,0,1,3,1,2,0,0,0,"Negative",1,0
"character(0)1433",0,0,2,0,0,2,3,0,0,1,0,0,2,0,0,0,"Negative",0,0
"character(0)1434",5,0,6,1,0,0,0,0,0,0,0,1,1,0,0,0,"Negative",0,1
"character(0)1435",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Negative",0,1
"character(0)1436",2,0,2,7,0,0,3,1,0,1,1,0,1,0,0,0,"Negative",0,1
"character(0)1437",6,0,14,0,0,1,4,0,0,0,3,0,4,0,0,0,"Negative",0,1
"character(0)1438",1,0,9,1,0,0,1,2,0,1,1,1,1,0,0,0,"Negative",3,1
"character(0)1439",1,0,2,0,0,1,0,2,0,0,1,0,0,0,0,0,"Negative",0,3
